review,sentiment
"There are few films or movies I consider favorites over the years. The Gospel road was one of them. I watched this as a young teen and would like the opportunity to watch it again. My favorite parts were the fact that <br /><br />1/Jesus was blond, <br /><br />2/the last supper was a huge meal,<br /><br />3/ he liked playing with the children,<br /><br />4/His death was for all people and for all time.<br /><br />The movie may not have been theologically sound or high quality acting, but it touched my heart at that time. Besides I am a Johnny Cash fan and it was a brave venture. If it ever comes out on DVD, I will purchase it purely for sentimental reasons.",positive
"My summary refers to the fact that this film has 1479 votes--just 21 short of making it eligible to be on IMDb's infamous Bottom 100 list--the 100 lowest rated films on the website. With a paltry score of only 1.8, this would place the film at approximately between #38 and 46 on the list--talk about a very dubious achievement!! My score of 3 isn't that bad--but it does bring the film that much closer to the dreaded list.<br /><br />As for the film, it stars the once-cute Aaron Carter--yet another prepackaged and forgettable pop star of the 1990s. When he first broke onto the scene, he was a cute kid with some songs that appealed to pre-teens and tweeners on Radio Disney. His songs, look and image were all scrupulously groomed and created by marketing folks and did the trick--leading to some huge album sales. Unfortunately, by 2005, sales were in decline and Carter had hit his awkward stage of life--something ALL kids his age have to deal with eventually. To put it bluntly, he isn't cute any more in this film and is at a very tough stage of life. I assume now he's a gorgeous young man...but in ""Popstar"" he's no longer the heart-throb he once was. Here, he is just very normal...a death sentence for a kid in his position as a ""pop sensation"".<br /><br />Interestingly, the film has some appearances by some other ex-teen heart-throbs from the last few decades--including a roles for David Cassidy and Leif Garrett--two guys who also know what it's like to disappear from the limelight. Cassidy managed to pick up the pieces and make a niche for himself, while Garrett is a great example of a pop star whose life after stardom has been a bit of a joke. Hopefully Carter will take after Cassidy in the future and so far, thankfully, he's managed to avoid the negative publicity and court appearances of many ex-pop idols. I was far from thrilled with the film but seriously wish him best in this department. It's not his fault he was plastered across the radio and television throughout the early to mid-1990s.<br /><br />In this film, Carter doesn't exactly need to stretch himself--he plays a pop star. However, despite making millions and being adored by girls, he doesn't ""have it all"". He's quite dense--mostly because he has little interest in learning. The problem is so bad that his mother decides to no longer home school him--forcing him to go to public school. The problem, though, is that he is rather phobic about taking tests...and making the grade in school is difficult. So, he gets the idea of finding a smart girl to date--one who would naturally be obliged to help him out in school. He picks the cute but bookish Jane (Alana Austin) and pretends to really like her in a sad attempt to make this scheme work.<br /><br />This plot, by the way, isn't bad and could work even though it seems a lot like an episode of a show like ""The Brady Bunch"" or a Nickelodeon sit-com. Sure, it's predictable and you KNOW that the formula will mean that she will eventually learn his plot and be hurt AND he will eventually realize that he actually does care for her AND by the end of the film, all will be forgiven and they'll be a real couple. But, given good acting and competent direction, this could be worth seeing for his teen fans, as predictable isn't always bad. And, as it turned out, this ISN'T exactly where the plot went...but it was awfully close.<br /><br />There are a few good things I liked about the film. Seeing Tom Bosley and Stella Stevens playing Jane's grandparents was very nice--their role was quite sweet and it was good seeing them again. Also, 1970s made for TV movie star Andrew Stevens appeared in the film--it was nice to see him again--though part of me hated him, as he looks so great after all these years and I look ever bit of my 45 years! He did a fine job and it was nice seeing him in the same film as his mother (Stella).<br /><br />As for Carter, with his many prior experiences on TV, he was, not surprisingly, pretty good. While his relationship with Jane didn't seem very believable, he and Ms. Austin gave it their best. The film wasn't great, but they did try and I think most of the problems with the film were in the writing--with a better and less formulaic plot, it could have worked much better. Plus the whole ""testophobia"" angle seemed pretty contrived...and rather insignificant. Who cares if a mega-millionaire star gets anxious taking tests in school?! Overall, not a rotten film as the current rating would imply, though there isn't much here to attract a wide audience. People who grew up loving Carter probably will enjoy the film. Older folks will probably care less as well as really young people who probably haven't heard of him. For them, there is no nostalgia value in the film.<br /><br />My favorite part of the film...Leif Garrett giving Aaron advice. I felt like screaming ""don't listen!!"" but didn't!",negative
"I love the Satan Pit!!! David Tennant is such a great actor and so is Billie Piper!!! Who else loves Will Thorp to pieces??? He is so cute, isn't he? I hated the bits where he got possessed by the devil and where he got told to ""go to hell"", as Rose so bluntly put it. Mind you, he was quite funny when he said, ""Rose, do us a favour, will you? Shut up!"". Mr Jefferson was so brave, wasn't he? Dying to save the others. I felt really sorry for Toby (Will Thorp) when he came out of the possession for the 2nd time because he was so scared. I was like ""Oh my god if I was Rose I'd be so scared for him"". And when she hugged him I was like ""grrrrrr, he's mine! hands off!"" but I thought that was really sweet. And the doctor....well, I thought he was gonna say to Ida ""tell Rose I love her"" but he didn't. Oh well.",positive
"This film is easily one of the worst ones I have ever seen. And I don't mean that in a good way. We wanted to see a crappy horror/thriller, so we picked the one that seemed to be the lousiest in the store. For once, the film was everything we'd expected. And more! (or should I say less?)<br /><br />The actors look like they are reading their lines from posters behind the camera. The so-called special effects are created by putting red see-through plastic in front of the camera to give the impression that we are seeing through the eyes of the killer rats. And the script? Don't even get me started on the script... And just when you thought it couldn't get any worse, it turns out that the first part of the film was Oscar-material compared to the ending.<br /><br />Take it from me, this film is hilarious if you're into crappy horror-films, but if you want a GOOD film, keep on looking. This is not for you.",negative
"I loved this episode. It is so great that all 5 of them team up and stop LutherCorp and save the world. I also love this episode because Kyle Gallner (Bart Allen/Impulse) and Justin Hartley (Oliver Queen/Green Arrow) are guest starring in it!!! I just hope that Clark will join the Justice League and we'll get to follow this group of heroes across the globe!! =)It was really exciting and keeps viewers interested because of what will happen next. I think Chloe should also join the team as Watchtower, that would be such a coool thing for her to do besides the Daily Planet because she doesn't have super powers. Also, I want to find out what types of subjects Lex is going to use for 33.1, I wonder what other types of powers other people in the world have!!!",positive
"a timeless classic, wonderfully acted with perfect location settings, conjuring a marvelous atmospheric movie. a simple story mingled with humor and suspense. i wish that a video was available in Britain. i have seen this film on many occasions and it remains one of my favorites along with Oh Mr Porter.",positive
"Dennis Patrick plays a man who accidentally kills his daughter's boyfriend and then reveals his secret at a local bar. Joe (Peter Boyle), a bigot who is getting drunk there, at first takes it as a joke, but then the story is confirmed on the evening news. Instead of calling the cops or the like, Joe decides that, since the guy killed a hippie, they must be kindred spirits! He blackmails the man into becoming his pal. At first, the film seemed harsh and judgemental, but, as it revealed itself, it actually became quite a complex portrait of the current society. Yes, I think it does exaggerate a bit, but in amusing ways that don't really detract from the power of its messages. Susan Sarandon debuted in this film, and it's a shock to see how pretty she was around 23. Well worth seeing.",positive
"when I first heard about this movie, I noticed it was one of the most controversial films of the 1970s. I noticed the music was by Elton John, so I figured I had nothing to loose, so I got it. What a Surprise!!! The movie was awesome. It was true love is all about. The characters (Paul and Michelle) had no luxuries, no money, and sometimes no food, yet they were still happy. I recommended this film to all my friends, but they all critized my tastes, and even called me names, becuase the movie featured two minors naked. I think that only made the movie more realistic. The cinematography was great and it only come to show the great abilities of director Lewis Gilbert",positive
"A truly muddled incomprehensible mess. Most things in the film look more or less like 1987, but then there are futuristic things just thrown in, like the policeman's ray gun. And that car! The director seemed to be in love with colored lights. The only really notable performance was the girl who played Valerie, but since there was no cast listing, I don't know which actress that was. This one is worth missing. Grade: F",negative
"She is such an extraordinary singer, who cares about anything else!!!! That final scene is one of the best moments in all of show biz - bar none!! I'm glad she kept the camera on herself for ten minutes - she deserves that iconic status - such is the power of the voice. <br /><br />I first saw this film when I was five and it had a huge impact on me. I see it today, and yes, I can see some of the flaws (like Esther wanting to leave the Grammy's right as her award is being announced).<br /><br />But some of the other user comments are just plain false - I mean, where is the gratuitous nudity - maybe we saw different films??? <br /><br />Streisand's singing ability is monumental, and if she has a big ego - fine! <br /><br />She's earned it.",positive
"At first, I honestly thought it would be a corny movie. But after seeing this, I was quite surprised. Amanda Bynes was convincingly funny along with the supporting cast (Especially that character played by ""Bullet tooth Tony"" from Snatch. What a contrasting role between those two movies!). Now, i'm not one to say whether or not an actor is good or not, but her act, especially, was thoroughly enjoyable. Even though the plot devolved into a teeny-bopper love triangle (though very funny) half-way into the movie, I feel that this shouldn't discount, what I think, the movie really is: simply entertaining. So if you happen to stumble upon it, whether by DVD or theater, i'm confident that you'll enjoy.",positive
"It's pretty bad when the generic movie synopsis has more information than the film itself. The paragraph-long ""plot summary"" written on the movie page has details I could not glean from watching the actual movie. I found myself constantly backing it up to see what details I had just missed which could tell me what the (bleep) was going on. Alas, to no avail--this movie leaves out monstrous pieces of the story, if you could call it a story. It's like they were trying to fool us into thinking that there was some kind of movie here, filming just enough so that there was the resemblance of a story and leaving the rest to our imaginations. Newsflash to the the creators: I paid to watch you MAKE a movie. I can sit home and imagine plots and story lines for free. And Rosario Dawson? This is somebody I've never paid enough attention to to be able to put the name to the face, and I can see why. She had one of the most artificial performances I have ever seen for a leading character in any movie, A or B. I figured okay, maybe she didn't really want the role, just got a hefty offer for a movie she wasn't into? Wrong. She was listed as one of the producers. Next time you produce something, don't book yourself as the lead if you can't act. If you really can, then create a decent character for you to become. Also, somebody here mentioned the white/latino issue--yes, I hate to say it, but this movie does come across as an act of vengeance against white college-age males who wear baseball hats. That's what happens when there is nothing in the movie to endear the watcher to latino characters. The Adrian character seems like a cocky jerk who is no better than the story's antagonist. As for the Maya character, she didn't seem like a real person. Anyway I'm ashamed for Hollywood that this movie was even made.",negative
"This flick is worse than awful! It took a good story plot and turned it into schizophrenic cinema. The photography is EXTREMELY amateurish . . . looks like a 5th graders home movie project filmed with malfunctioning 8mm kiddie cameras . . . the editing appears to have been done by somebody having psychotic flashbacks (while on drugs and booze), with scenes cut short, followed by other, unrelated scenes, then chopped segments of scenes pasted in . . . totally unnecessary and gratuitous nudity . . . missing scenes . . . daytime scenes inexplicably turning into night-time scenes, then suddenly back to daytime . . . obviously no continuity. Tom Skerritt, Wendy Hughes and James Mason's good acting skills are wasted, as are the talents of the ""key"" supporting cast - (forget the villain and the Anderson women - very amateurish acting). This movie is a good candidate for a remake, even with Skerritt and Hughes . . . just have it professionally done this time.",negative
"Hollow Man starts as brilliant but flawed scientist Dr. Sebastian Caine (Kevin Bacon) finally works out how to make things visible again after having been turned invisible by his own serum. They test the serum on an already invisible Gorilla & it works perfectly, Caine & his team of assistant's celebrate but while he should report the breakthrough to his military backers Caine wants to be the first invisible human. He manages to persuade his team to help him & the procedure works well & Caine becomes invisible, however when they try to bring him back the serum fails & he remain invisible. The team desperately search for an antidote but nothing works, Caine slowly starts to lose his grip on reality as he realises what power he has but is unable to use it being trapped in a laboratory. But then again he's invisible right, he can do anything he wants...<br /><br />Directed by Paul Verhoeven I rather liked Hollow Man. You know it's just after Christmas, I saw this a few hours ago on late night/early morning cable TV & worst of all I feel sick, not because of the film but because of the chocolates & fizzy pop I've had over the past week so I'll keep this one brief. The script by Andrew W. Marlowe has a decent pace about but it does drag a little during the middle & has a good central premise, it takes he basic idea that being invisible will make you insane just like in the original The Invisible Man (1933) film which Hollow Man obviously owes a fair bit. It manages to have a petty successful blend of horror, sci-fi & action & provide good entertainment value for 110 odd minutes. I thought the character's were OK, I thought some of the ideas in the film were good although I think it's generally known that Verhoeven doesn't deal in subtlety, the first thing he has the invisible Caine do is sexually molest one of his team & then when he gets into the outside world he has Caine rape a woman with the justification 'who's going to know' that Caine says to himself. Then of course there's the gore, he shows a rat being torn apart & that's just the opening scene after the credits, to be fair to him the violence is a bit more sparse this time around but still has a quite nasty & sadistic tone about it. Having said that I love horror/gore/exploitation films so Hollow Man delivers for me, it's just that it might not be everyone's cup of tea.<br /><br />Director Verhoeven does a great job, or should that be the special effects boys make him look good. The special effects in Hollow Man really are spectacular & more-or-less flawless, their brilliant & it's as simple & straight forward as that. There's some good horror & action set-pieces here as well even if the climatic fight is a little over-the-top. I love the effect where Kevin Bacon disappears one layer at a time complete with veins, organs & bones on full show or when the reverse happens with the Gorilla. There's a few gory moments including a rat being eaten, someone is impaled on a spike & someone has their head busted open with blood splattering results.<br /><br />With a staggering budget of about $95,000,000 Hollow Man is technically faultless, I can imagine the interviews on the DVD where some special effects boffin says they mapped Bacon's entire body out right down to he last vein which they actually did because you know everyone watching would notice if one of his veins were missing or in the wrong position wouldn't they? The acting was OK, Bacon made for a good mad scientist anti-hero type guy.<br /><br />Hollow Man is one of hose big budget Hollwood extravaganzas where the effects & action take center stage over any sort of meaningful story or character's but to be brutally honest sometimes we all like that in a film, well I know I do. Good solid big budget entertainment with a slightly nastier & darker streak than the usual Hollywood product, definitely worth a watch.",positive
"We all know that special effects cost money, but it seems as if they could have used the money they saved writing the script to get some better shots. The train is obviously a model in most moving shots, the helicopter is obviously computer generated, the alien looks like the one from the end of Spaceballs, except it's a decade later and Spaceballs had an excuse.<br /><br />The only smart thing they did was blur all of the special effects to make them harder to see.<br /><br />Not even the actors could compensate for such a poorly written script and it's pretty obvious they didn't really try either.<br /><br />Please, don't waste your time. Please.",negative
"The movie doesn't take itself seriously, and if you follow its lead you're going to have a lot of fun (as long as you don't mind your murders served up really bloody, and your horror topped with extra cheese)!<br /><br />This film winks an eye at every horror fan, and then gives them the finger. It knows it sucks, and because of that, it's far and away the best of the ""Child's Play"" series. <br /><br />It plays up the ""stoopid humor"" angle so well, you find yourself doing more than just laughing AT it, but WITH it. And, trust me, the whole time you're laughing, it's laughing back atcha.<br /><br />",positive
"This is truly the greatest Swedish movie of all time. Not only is it revolutionary in its narration, but its also among the first movies to feature the next generation of Swedish humor and Swedish comedians. Felix Herngren and Fredrik LindstrÃ¶m are two of the most intelligent and witty filmmakers in Sweden today, and this film really puts that on display.<br /><br />""Vuxna mÃ¤nniskor"" (Adult People) is a warm-hearted and hilarious story about adulthood, and the question if we wouldnÂ´t be better off without it.",positive
"The original Vampires (1998) is one of my favorites. I was curious to see how a sequel would work considering they used none of the original characters. I was quite surprised at how this played out. As a rule, sequels are never as good as the original, with a few exceptions. Though this one was not a great movie, the writer did well in keeping the main themes & vampire lore from the first one in tact. Jon Bon Jovi was a drawback initially, but he proved to be a half-way decent Slayer. I doubt anyone could top James Wood's performance in the first one, though... unless you bring in Buffy!<br /><br />All in all, this was a decent watch & I would watch it again.<br /><br />I was left with two questions, though... what happened to Jack Crow & how did Derek Bliss come to be a slayer? Guess we'll just have to leave that to imagination.",positive
"I didn't really know what this movie was about when I went to the theater to see it (hype about the Satanism etc etc etc) as the trailers in the last movie I saw looked pretty interesting.<br /><br />Oh dear, Roman Catholic mythology? Not my idea of a good scare and honestly, I just felt like watching a really good, scary movie, not some loosely plotted religious farce that tries to score cheap thrills by having some chick getting bloody every few minutes!<br /><br />I'll try to keep away from the spoilers (!) but I found it very odd that an Atheist, who gets a string of rosary beads from a deceased priest, could suddenly end up with Christ's wounds (aren't stigmata supposed to be deeply religious??) I mean, she hangs out with losers, does loser stuff, behaves like a typical rebel et al, and here she is displaying the wounds of Jesus Christ?? Come on!<br /><br />Scenes of her crucified, head thrown back, screaming, blood everywhere, became rather tedious after seeing it a dozen times. It was neither frightening or scary, just repulsive. It did, however, become quite painful to watch - those flicking scenes were highly annoying...<br /><br />CONCLUSION: If your a Catholic, defintly don't see this. If you're not, still don't see it.",negative
"For years I hesitated watching this movie. Now, I know why. Not only is it a comedy that fails at being even remotely funny, but there's also just nothing to laugh *at* about the movie. It was even worse than I'd expected. I rented this sucker and still felt cheated out of time more than money. I have never seen a film that annoyed me that much. It is a movie about stupid people that are doing stupid and terrible things. I don't really know either how someone with common sense could actually act in this kind of movie. I have used IMDb for some time but felt obligated to register just to help prevent poor unsuspecting folks from renting or, worse, buying this stinker!! Really a waste of time and money. I must say that the plot line is awful.",negative
"THE INVADERS IS A FAST MOVING SCI-FI THRILLER STARRING BEN CROSS AND SEAN YOUNG. BEN PLAYS RENN, A TRAVELLER FROM ANOTHER GALAXY TRYING TO FIND ANNIE (PLAYED BY SEAN) WHO IS PHYSICALLY IDEAL TO HAVE HIS CHILD. THIS CHILD, IF ALLOWED TO BE BORN AND RETURNED TO HIS PLANET, MAY BE THE ONLY CHANCE FOR HIS RACE TO SURVIVE. THE ENEMY, AN ALIEN WHO HAS DESTROYED RENN'S PEOPLE, HAS ALSO FOLLOWED RENN ACROSS THE STARS TO STOP THIS BIRTH. CROSS AGAIN SHOWS GREAT RANGE FROM COMICAL BEGINNINGS AS THE ALIEN ENTERS A LOCAL BAR AND ORDERS HIS FIRST EARTHLING COCKTAIL, TO HIS RACE WITH THE ENEMY AND THE DRAMA OF WHETHER HE CAN KEEP ANNIE AND THE CHILD SHE IS CARRYING ALIVE.",positive
"I saw this movie in my childhood. And after 10 years I did not remember anything about this movie but I found out it I also don't know how I was able to find out this movie. Its my life. My all times favorite movie. My words will fall short of true meaning what I have inside for this movie. I follow this movie. It's a brilliant mix of fantasy, comedy, romance, horror, erotic, scary and martial arts. The story about the power of love is pretty touching and warm. It's a masterpiece of Hong Kong Cinema.<br /><br />Sinnui Yauman, is without a doubt one of the best ghost stories ever made into film. Written by Songling Pu and directed by Siu-Tung Ching, A Chinese Ghost Story has it all. Ling Choi Sin played by Leslie Cheung is a young man down on his luck who goes in search of a monastery for lodging, deep in the woods, a place the villagers seem very afraid to go near. The trek alone is perilous with wolves, and a crazy taoist monk lives at the temple.<br /><br />Ling Choi Sin meets Tsing, a beautiful and mysterious young girl who also lives nearby in a deserted temple. She is forced to seduce men for her evil mistress, but when she meets innocent Ling Choi Sin they fall in love.<br /><br />Ling Choi Sin is sort of a bumbling fool but his heart is in the right place, while Tsing tries to protect him from the other spirits in the woods, he tries to protect her from the monk who is trying to kill the spirits in the woods. There's great martial arts, even a monk that breaks out into drunken song as he performs ritual taoist sword forms. The movie does a lot of traditional old martial art films acrobatics, with magic and flying through the air, leaping from tree to tree, with elegant long gowns and scarves, but the movie genuinely flows, and everything is effective.<br /><br />Tsing is to be married to a evil tree monster, which cant be good, and we feel her plight in her home where we meet her sisters and stepmother who is truly not nice.<br /><br />In the end they must fight a tree witch with a deadly tongue, and go with Yin deep into the heart of hell to fight a thousand year old evil to save their souls, and bring Ling's ashes back to her home for a proper burial so she may have a chance at reincarnation.<br /><br />A beautiful story that truly pays attention to details. One is touched in many ways by this movie, you'll laugh, cry, and just have fun with the great martial arts and cinematography. And though at the end, Yin and Ling Choi Sin ride off into the morning sun under a enchanting rainbow, we never know if Tsing was afforded a reincarnation, but we do know her.",positive
"I saw this film at the 2004 Toronto International Film Festival. Since I work in the wine business, I had been quite eager to see this documentary, and I wasn't disappointed. Reportedly drawn from over 500 hours of footage, the good news is that Nossiter will be releasing not only a theatrical cut, but a ten-part, ten hour series of the film on DVD by next Christmas (ThinkFilm is distributing it). The bad news is that it's still a bit of an unwieldy beast. When it was shown in Cannes, it was close to three hours long. For Toronto, he's cut about half an hour but it still clocked in at 135 minutes. Now, for me, that's fine. I love wine and I love hearing about the controversies raging in my business. But not everyone wants that much.<br /><br />Nossiter flits around the globe, from Brazil to France to California to Italy to Argentina, talking to wine makers and PR people and consultants and critics about the state of the wine world. The theme that emerges is that globalization and the undue influence of wine critic Robert Parker are forcing a kind of sameness on wine. Small local producers are either being bought up by larger conglomerates (American as well as local), or are being pressured by market forces to change their wines to suit the palate of Mr. Parker, who dictates taste to most of the American (and world) markets.<br /><br />It's a complicated subject, and I can understand why Nossiter wants to let his subjects talk. There is Robert Mondavi, patriarch of the Napa wine industry, and his sons Tim and Michael, whose efforts to buy land in Languedoc faced opposition from local vignerons and government officials. There is AimÃ© Guibert, founder and wine maker of Daumas Gassac, iconoclastic opponent of Mondavi's plans and crusader for wines that express local terror. There is Robert Parker himself, expressing some discomfort with his influence while refusing to stop writing about the wines that he favours. There is ""flying wine maker"" Michel Rolland, consultant for dozens of wineries all over the world, advising them how to make Parker- friendly wines. There are many many more fascinating personalities in this documentary.<br /><br />If you are a wine lover, you will want to seek out the ten-part series as well as the theatrical version of this film. But even if you're not into wine, the film is an interesting look at how the forces of globalization are changing many of the world's oldest and most established traditions. The effects on local cultures and economies cannot be ignored.<br /><br />(8/10)",positive
"This is almost Ed Wood territory. Yeah, that ridiculous wreck of a flying monster looks like a cross between a turkey buzzard and a bad day at the dentist's office. And that sound effect screech makes fingernails across a blackboard sound like Mozart. And why The Giant Claw when the goofy critter gobbles its victims with a mechanical jaw. We get big close-ups of the ugly chicken foot, but nothing more. I guess the producers thought a more appropriately titled Big Mouth might suggest a Jerry Lewis comedy. And speaking of comedies, all that ""anti-matter"" gobbledy-gook is funnier than anything in a Lewis movie. I guess the scripters were stuck for a reason why an ordinary duck hunter couldn't take care of a 1950's flying menace, so they concocted a real whopper-- anti-matter from another galaxy. Yup, this fugitive from KFC is supposed to have flown in from another galaxy behind a shield of anti- matter as explained in excruciating detail by one of the film's resident geniuses. In this case, it's Jeff Morrow a pilot who I gather in his off-hours advises Einstein on the secrets of the universe. <br /><br />Unfortunately, it's also Morrow who keeps the ridiculous proceedings out of the bad-movie Hall of Shame since he actually delivers his lines with a straight face. What's more, he even sounds as if he believes them. This is a movie acting triumph of the first order. To heck with the Oscars, Morrow deserves a combat medal for performing above and beyond the call of duty under the most extreme bad movie circumstances. Watch leading lady Corday, then you can gauge his fortitude under fire. She looks like she just woke up inside a bad dream and maybe if she stands stock-still, no one will notice her. I barely did. Oh well, the first time I saw this drive-in disaster was through a beery haze in the back row of what's now a housing development. I should have learned my lesson and broken out another 12-pack this second time around.",negative
"what ever you do do not waste your time on this pointless. movie. A remake that did not need to be retold. Everyone coming out of the theater had the same comments. Worst movie I ever saw. Save your time and money!!!<br /><br />Nicgolas Cage was biking down hills, swimming in murky water and rolling down hills while being attacked by bees but yet his suit was still perfectly pressed and shirt crisp white until the very last scene.<br /><br />Although a good cast with Ellen Bernstein and Cage the acting was just as unbelievable as the movie itself. It is amazing how good actors can do such bad movies. Don't they get a copy of the script first. If you still have any interest at all in seeing the movie at the very least wait for it to come out on DVD.",negative
"This is a wonderful thriller I watched many times and never can get enough of.It's all about the obsessive love 5 people have for eachother in Paris, (un)lucky coincidences, false identities.The music makes it really gripping.There are hardly any flaws in the characters,just the end is not very credible,but a definite ""must-see"" still.",positive
"The first series of Lost kicked off with a bang... literally and slowly decreased in pace. This may have put some viewers off and people who started to watch halfway through would either be bored or just plain confused. <br /><br />I would advise people new to the world of Lost to simply watch from the beginning and don't get pt off by the slower episodes. The acting throughout is excellent but why have 5 series' planned... WHY??? All this means is that there will be no answers for at least 4 years, oh well, i'll keep watching if it keeps the tension up and dialogue flowing.",positive
"Losing Control is another offering in the erotic thriller genre which could be considered as the pulp fiction of the film world. Usually, they involve a roundabout route to murderous intent, interspersed with copious disrobing. This is not a complaint, especially when it is done by the stunningly beautiful women who invariably inhabit this make-believe world.<br /><br />Kim Ward (Kira Reed) is suffering a bout of writer's block. Just by chance, (or is it?) she meets a man (Doug Jeffery) who engages with her in ever more risky sexual encounters. The man refuses to divulge any information about himself, yet Kim steadfastly refuses to stop the affair. Her agent, Alexa (Anneliza Scott) thinks it will do wonders for her book sales. As in most films of this type, the denouement comes near the end but some things do not add up. I have seen enough of this kind of film to think, no change there, then - but I like them. They are so undemanding.<br /><br />Performances of the cast vary. Doug Jeffery carries the film as the psycho/sociopath you do not want to cross. Kira Reed looks good but fails to convince as the woman in peril. Clay Greenbush as the PI did not convince either.<br /><br />Finally, a note of caution about the DVD under review. Both the cover and the disc state R-rated and running time as 93 minutes but the run time is less than 86 minutes. This probably explains why the sex scenes appear truncated and why Jennifer Ludlow's performance is cut short just as she's getting started. 4 stars.",negative
"Unfortunately, this has been showing on Star Movies here in Thailand for the last week or so. It's complete rubbish acting. As another member said, this movie is a good example of 'how not to act.' I haven't seen a movie so poorly acted in a long time. The actors (can you call them 'actors'?) are completely flat and deliver their lines with the passion of a dead dog. I would say that in order to truly understand how bad the acting is, you would have to see the movie... but that would be akin to torture.<br /><br />I cringe as the leading lady delivers her lines, and the rest of the cast with their accents (fake or contrived) is equally heinous. Another actress with the fake British accent was pretty, yes, but good lord was her accent terrible. Mix that with her (lack of) acting and you have a disaster. She should just have said nothing and I could have accepted her as the pretty girl. Oh my, we just got to the scene where the leading lady's lover says ""Really me?"" after a forced crying scene from her. Laughable. No, really, I just laughed out loud.<br /><br />The sets and the art directors offer some saving grace to the film. Some of the sets are colorful and some of the scenes are rather nice (minus the actors).<br /><br />The old magic potion lady? What?! Another member mentioned the 'modern' love song that was in the movie. Totally inappropriate for a period piece set some 500 years ago.<br /><br />I understand the movie was considered 'Big Budget' in Thailand at the time of it's production. I would be seriously upset if I were the producer of this movie. Just goes to show that money does not necessarily make a good (or even mediocre) film.<br /><br />I would give the King Maker a 1 out of 10, but the costumes and sets make save the film from such a rating. 2 out of 10.",negative
"This was usually producer Alexander Korda's advice on set to many of his underlings; the film is credited with three directors but in truth Alex, Zoltan Korda and William Cameron Menzies helped out, pushing it to six.<br /><br />For John Kobal's 1987 book, ""The Top 100 Movies"", his survey of 81 film critics saw The Thief of Bagdad reach 55th place. A closer examination reveals only Jose Luis Guarner, John Russell Taylor and Kobal himself actually voted for the picture, but their high placings were enough to take it to near the half-way mark.<br /><br />The outbreak of the Second World War saw the movie's production shifted around England and America, eventually seeing completion in 1940 and winning three technical Oscars. Like Citizen Kane, it is in some ways perhaps a film you might admire rather than love.<br /><br />The special effects, outstanding for the time, are still reasonable, and actually hold up if you squint. But it's not so much their effectiveness as the audacity of the inventions. Among them is an amusing horse, constructed out of a kit model, which, when a key is inserted up it's rear end, begins to fly. There's also a killer toy of the six-armed Goddess Kali, (perhaps quite obviously a single woman with two women sitting behind her) and a quite horrific-looking giant spider. Also impressing is the climax with its wonderful flying carpet. But most memorable has to be Rex Ingram appearing as, in a superb moment of cinematic conceit, a djinn (genie) nearly a thousand feet tall! Ingram portrays the genie as quite a menacing creature, and adds an element of danger to the proceedings. And look out for the moment where he's tricked back into his bottle!<br /><br />John Justin does well as the Arabic king who, for some strange reason, has an English accent and a stiff upper lip. Sabu, the astonishingly muscled 15Â–year-old, is near-namesake Abu, a likeably cocky thief. After they cross paths with the evil Jaffer (Conrad Veidt), Justin finds himself blind and Abu is turned into a dog. When it seems the rest of the film will be told in flashback through the blind Ahmed's (Justin's) perspective, we find that halfway through the movie we catch up to the present and the adventure continues. In truth, the second half is someway the better, being full of greater incident and more fantastical in nature.<br /><br />Three small songs pepper the piece, though as the film lasts for 100 minutes this feels more like mild flavouring rather than a real ingredient; I wouldn't classify this as a musical. It's all great fun; Justin and June Duprez are the love interest for the mums and dads, Veidt is the boo-hiss villain, and Abu is the youthful, irrepressible robber. It may take a while to get into the somewhat dated mindset and overblown melodrama of 40s English movies, but once you've sat through the first half an hour or so this film really draws you in. Quite commendable.",positive
"this film has its good points: hot chicks people die<br /><br />the problem... the hot Chicks barley get nude and you don't get to see many of the people dieing, mostly just lots of fast movements and screaming though there were two good kill scenes.<br /><br />also for those of you watching this for JENNA JAMESON she is just a side chearator with a very small role and Minor nude scenes.<br /><br />What this film needed.. script and story would be nice but I will not complain about that.. simply put it needs more nudity and better kill scenes cuz lets face it that is why we watch these flicks...<br /><br />I wouldn't waste my money on it...and if you must, wait until it's on the OLD shelves at your local video store",negative
"I suppose bad Laurel and Hardy is better than no Laurel and Hardy at all, but just barely. It's sad that the Fox films are the ones getting a big release on DVD, exposing people who may not be too familiar with L&H to their WORST stuff rather than their classic comedies.<br /><br />Once again the boys are saddled with a dumb romantic plot about a guy who's invented an invisible ray. He's in love with the bosses' daughter, who hates him and prefers some slick guy. It's incredible to think the geniuses at Fox thought THIS is what L&H needed in their films.<br /><br />Without their pancake makeup the boys look tired and old. The only scenes that work for them in this picture is when they try to sneak out of a bedroom window at night and the rather bizarre scene where Robert Mitchum, being a classic noir bad guy tries to sell Oliver Hardy ""insurance"" on Stan.<br /><br />Otherwise, this script is just a mess. Forget this and see if you can find a copy of ""A Chump at Oxford"" or ""Bohemian Girl"" or ""Sons of the Desert"" instead.",negative
